text,sentiment
Is ONEOK In Trouble? Jefferies Issues Downgrade. -,0
RT @realmoney: Bed Bath and Beyond Finally Puts In a Bottom @BedBathBeyond @BruceKamich,0
Investors Sell Metlife on Strength Following Analyst Downgrade,0
Xilinx INC Share Value Declined While Perigon Wealth Management LLC Trimmed by .20 Million Its Holding -,0
Are Analysts Bearish Marathon Petroleum Corporation After Last Week?,0
How Many Incyte Corporation 's Analysts Are Bearish? -,0
As Air Products &amp; Chemicals Stock Value Declined Cramer Rosenthal Mcglynn Has Increased by .32 Million Its…,0
Is Prudential Financial Inc. 's Fuel Running Low? The Stock Formed Wedge Down Pattern,0
Centurylink Inc Short Interest Down 6.0% in June,0
Last week I put on a straddle inspired by @tastytradeRyan @tastytrade and his Iron Condor. I closed it today…,0
RT @smartmoneyact: - 1500 January 2019 puts sold to open for .40 in a stock replacement I've been seeing bullish positions op…,0
Were Analysts Bearish AutoZone Inc. This Week?,0
Were Analysts Bearish United Technologies Corporation (NYSE:UTX) This Week? #stocks #stockmarket,0
Recent technical alerts: Non-ADX 1234 Bearish plus 6 more alerts...,0
Big bullish unusual option activity detected: - big bearish:,0
LyondellBasell Industries Downgraded to “Hold” at Zacks Investment Research,0
BidaskClub Downgrades Equinix to Hold,0
Numis Downgrades Abcam PLC ; Shorts at Synovus Financial //flecha123.com/2018/07/12/numis-downgrades-abcam-plc…,0
Xylem Stock Rating Lowered by Zacks Investment Research,0
Lincoln National Cut to Hold at Zacks Investment Research,0
Capital Fund Management Sa Cut Stake in Abbvie INC as Shares Declined -,0
River Road Asset Management LLC Lowered Its Position in Iron Mountain INC by .07 Million -,0
Edwards Lifesciences Lowered to Hold at Zacks Investment Research,0
Array Biopharma Inc Director Sells .00 in Stock,0
RT @jemiimaa_: L by asap rocky puts me in a mood I cannot explain,0
Is Intu Properties Now a Sell? Deutsche Downgrades Stock -,0
Paul Sagan Sells 39100 Shares of Akamai Technologies Inc. Stock,0
I’d have more money than even @JeffBezos if I got a dollar every time I had to click no about wanting to download…,0
U.S. Silica Downgraded by Morgan Stanley to “Equal Weight”,0
Insider Selling: Noble Energy Inc. VP Sells 24646 Shares of Stock,0
Clorox Downgraded by Goldman Sachs Group,0
Ross Stores Downgraded by BidaskClub,0
Gold hasn't even begun to underperform yet either... Wait until this time in 2019 It's an outmoded asset class. E…,0
Insider Selling: J M Smucker Co Insider Sells 2500 Shares of Stock,0
Could Stanley Black &amp; Decker Inc. Go Down? The Stock Formed Bearish Wedge Down -,0
Options action - 68% calls / 32% puts,0
Incyte Lowered to “Equal Weight” at Morgan Stanley,0
Prudential Financial Lowered to Hold at Zacks Investment Research,0
Analysts are on the Bearish side about Mid-America Apartment Communities Inc. this week. -,0
Traders Are Bearish Waters Corporation After The Stock Formed Bearish Wedge Down Pattern -,0
Leerink Swann Equities Analysts Reduce Earnings Estimates for Aetna Inc,0
Thanks to @GhostPsalm1 for putting on my radar in the low 20s. Ready for it to break that trendline resistance.,0
How Many McKesson Corporation 's Analysts Are Bearish? -,0
RT @SwingTradeBot: Recent technical alerts: Non-ADX 1234 Bearish plus 2 more alerts...,0
TD Ameritrade Price Target Lowered to .00 at Raymond James,0
Alexion Pharmaceuticals Inc. CFO Paul J. Clancy Sells 5241 Shares,0
German GE workforce to decline by a third,0
New Mountain Vantage Advisers LLC Has Lowered Its Ppg Inds INC Stake by .09 Million as Share Price Declined -,0
Short Interest in Entergy Co. Declines By 23.0%,0
Could Roper Technologies Inc. See a Reversal After Having Formed Several Months Bearish Ascending Triangle -,0
Darden Restaurants Inc. Director Sells .62 in Stock,0
On our Top 50 Bearish List today: ...,0
Is Incyte In Trouble? Morgan Stanley Issues Downgrade. -,0
Is the supply chain for Costco Office Depot and Walmart so bad that they really have back to school items and sal…,0
Cypress Semiconductor EVP Sudhir Gopalswamy Sells .00 in,0
UP/DOWNGRADES ― : Maxim Group cuts to Hold via →,0
GE wins new respect from bearish analyst but shares little changed,0
As Yandex N V Share Price Declined Holder Prince Street Capital Management LLC Lowered Stake -,0
open interest for maturity 07/20/2018. High put=105.00 High call=110.00 #maxpain #options…,0
open interest for maturity 07/20/2018. High put=13.00 High call=13.00 #maxpain #options,0
New Mountain Vantage Advisers LLC Lowered Its Ppg Inds INC Holding as Stock Value Declined,0
Hess Rating Lowered to Hold at Zacks Investment Research,0
Alliance Data Systems Shares Down 10.1%,0
@Scot1andT is a strange beast....go down and is up at the end of day....go up and finishes down...but it's th…,0
Scan results - 123 Retracement Bearish today: ...,0
Accenture Earns Underperform Rating from Analysts at Wolfe Research,0
Is there a Bearish outlook for Xylem Inc. this week? -,0
Perrigo Rating Lowered to Sell at Goldman Sachs Group,0
Are Clorox Shares a Sell Now? Goldman Sachs Has Downgraded Stock -,0
RT @GarySMorrow: EBAY(-5.4%/earnings) heading for 2nd straight(4/26)earnings inspired breakdown gap in the morn stabilizing near June/Jul…,0
CarMax Inc SVP Sells .04 in Stock,0
Bed Bath &amp; Beyond Downgraded by BidaskClub,0
Wednesday's Top Analyst Upgrades and Downgrades PART 2 …,0
SL Green Realty Lowered to “Sell” at ValuEngine,0
On The Fly: Top five analyst downgrades,0
IRM Option Alert: Aug 17 Puts at the Ask: 654 @ .15 vs 15188 OI; Earnings 7/27 Before Open Ref=.76 …,0
Danaher Stock Rating Lowered by Zacks Investment Research,0
Incyte Stock Rating Lowered by Morgan Stanley,0
TREND REVERSAL DOWN ALERT: CROWN CASTLE 📉 TradeIdeas via to Free Trading Room,0
Paul Sagan Sells 39100 Shares of Akamai Technologies Inc. Stock,0
Deere &amp; Company Rating Lowered to Buy at Goldman Sachs Group,0
On The Fly: Top five analyst downgrades,0
Air Prod Holder Ubs Oconnor LLC Lowered Stake by .91 Billion as Market Value Declined -,0
AES Stock Rating Lowered by Zacks Investment Research,0
Analysts’ Downgrades for July 12th DLPH DNB HLI ICL IEA III IMMR IMMU INVE,0
Were Analysts Bearish Darden Restaurants Inc. This Week? -,0
As Home Depot INC Market Valuation Declined Homrich &amp; Berg Has Increased Holding by .23 Million,0
How Many Zoetis Inc. 's Analysts Are Bearish?,0
Allegion Price Target Lowered to .00 at Wells Fargo &amp; Co,0
CenterPoint Energy Downgraded by Zacks Investment Research,0
#mining #energy #economy From 10 Kilowatt to a 100 Megawatt Caterpillar offers diverse electric powe…,0
Incyte Downgraded by Morgan Stanley,0
has a huge earnings report tomorrow. About 3x more calls than puts and heavy volume.,0
Delphi Technologies Stock Rating Lowered by Zacks Investment Research,0
Were Analysts Bearish Alaska Air Group Inc. This Week?,0
RT @SwingTradeBot: technical alerts: New 52 Week Low Stochastic Reached Oversold MACD Bearish Signal Line Cros...,0
Make money even when BTC is going down! 📉📉 → Up to 100x Leverage! …,0
How Many GGP Inc. 's Analysts Are Bearish? -,0
NextEra Energy Downgraded by Morgan Stanley,0
Express Scripts Holding Company Option Order Flow Sentiment has Shifted from Bullish to Bearish.,0
RT @dantestrading: breaking up and through 3mo and 7mo downtrend lines. nice gap to fill up there in the 120's. testing an inf…,0
Paradigm Asset Management Co LLC Lowered Position in Marathon Petroleum Corp by .02 Million as Market Valu…,0
Akamai Technologies Inc. SVP Sells .73 in Stock,0
Array Biopharma Downgraded by Zacks Investment Research to Sell,0
Insider Selling: Xilinx Inc. SVP Sells 3500 Shares of Stock,0
breaking up and through 3mo and 7mo downtrend lines. nice gap to fill up there in the 120's. testing a…,0
Stericycle Downgraded by Zacks Investment Research to “Hold”,0
21-Dec-18 135 Puts (tied to stock) traded 2000 for a total premium of .,0
RT @getvolatility: Attractive put selling pricing: puts more expensive than 100% of history 100% 99% 98% 98%…,0
3M Co Stock Price Declined While Tower Research Capital LLC Trc Has Trimmed by .24 Million Its Stake -,0
RT @usindexlive: Susquehanna International Group Llp Has Raised By .65 Million Its Penney J C Position; Whetstone Capital Advi…,0
Allergan plc Formed Bearish Double Bottom; Sellers Are Thriving,0
Were Analysts Bearish Ecolab Inc. This Week? -,0
American National Bank Increased Mckesson Com Stake; Valueact Holdings LP Has Lowered Its Armstrong World Inds…,0
As General Electric Co Market Valuation Declined Holder Blue Edge Capital Has Boosted Its Position; New South…,0
Options action - 68% calls / 32% puts,0
Are Analysts Bearish Northern Trust Corporation After Last Week? -,0
We've heard bad things about @comcast 's customer service but my experience so far has been great. I submitted a 1…,0
Zacks Investment Research Downgrades Fluor Co. to Hold,0
More cyclical industrial / machinery downgrades tonight as analysts account for changing business conditions driven…,0
Scan results - Fell Below 50 DMA today: ...,0
Regency Centers Corporation Forms Bearish Multiple Bottom Pattern; Strong Momentum for Sellers -,0
Foot Locker Inc : Negative Stock Sentiment -,0
Altaba Lowered to Hold at Gabelli,0
How Many Helmerich &amp; Payne Inc. 's Analysts Are Bearish? -,0
Marathon Petroleum Downgraded to Hold at Zacks Investment Research,0
Metlife Inc Sees Large Decline in Short Interest,0
Insider Selling: Edwards Lifesciences Corp VP Sells 5500 Shares of Stock,0
The Western Union Rating Lowered to Sell at Zacks Investment Research,0
As Mettler Toledo International C Market Value Declined Williams Jones &amp; Associates LLC Trimmed Its Position…,0
After a double in 2017 the stock is down 12% year to date but not for long,0
RT @DeliveringAlpha: . #JimChanos at #DeliveringAlpha bearish physician practice management companies. “Accounting scam” Short,0
Franklin Res INC Market Valuation Declined While Shelton Capital Management Lowered Stake -,0
Brookfield Asset Management INC Has Lowered Position in American Tower Corp New by .55 Million -,0
Fred Alger Management INC Holding in Equinix INC Lowered by .94 Million as Market Valuation Declined -,0
Are Hasbro Shares Worth Your Time and Dime Following Recent BMO Capital Downgrade? -,0
Bank of Montreal Can Sells 1947595 Shares of American Electric Power Company Inc,0
Invesco Lowered to Market Perform at Keefe Bruyette &amp; Woods,0
Bristol Myers Squibb Co Holder Wellington Management Group Llp Has Increased Its Stake by .81 Million as Stock Value Declined ...,0
- Transcript - Well we're really focused on engaging our customers in that app number one putting services…,0
CenterPoint Energy Stock Rating Lowered by Zacks Investment Research,0
The Top Downgrades Today are:,0
MONDELEZ INTERNATIONAL INC Common Stock Price Target Lowered to .00 at Royal Bank of Canada,0
#LIZJNY How will you manage your JL ? The call spread is ITM and only .12 left in the short put,0
open interest for maturity 07/20/2018. High put=40.00 High call=40.00 #maxpain #options,0
Apache Downgraded by Zacks Investment Research to “Hold”,0
Goldman Sachs Issues a Downgrade on Newfield Exploration Shares. What’s Next?,0
Ecolab INC Valuation Rose While Cam Group Holding A Lowered Holding -,0
Were Analysts Bearish Ameren Corporation This Week?,0
UP/DOWNGRADES ― : Cascend Securities starts at Buy via →,0
Zimmer Biomet Stock Rating Lowered by Zacks Investment Research,0
Firstenergy Corp Stock Value Rose While Thompson Siegel &amp; Walmsley LLC Lowered Its Position by .29 Million,0
Could Edison International Change Direction After This Bearish Multiple Bottom -,0
if this bearish Bonds call turns out to be correct I think Regional Banks will continue to benefit the rest of the…,0
Zacks Investment Research Downgrades Genocea Biosciences to Sell,0
ONEOK Rating Lowered to Hold at Jefferies Financial Group,0
Q3 2018 EPS Estimates for Cimarex Energy Co Lowered by Seaport Global Securities,0
Cypress Semiconductor Co. EVP Sells .00 in Stock,0
ONEOK Is a Company that Jefferies Seems to Dislike as Downgrade in Given -,0
Office Depot Stock Rating Lowered by Zacks Investment Research,0
Air Products &amp; Chemicals Downgraded to “Sell” at Zacks Investment Research,0
American International Group Stock Rating Lowered by Zacks Investment Research,0
Does PPG Industries Inc. Have Any Gas After Forming This Bearish Wedge Down Chart Pattern? -,0
As Dollar Tree INC Market Valuation Declined Nokota Management LP Has Cut Position -,0
Accenture Earns Underperform Rating from Analysts at Wolfe Research,0
open interest for maturity 07/20/2018. High put=160.00 High call=200.00 #maxpain #options…,0
Apartment Investment Management PT Lowered to at Barclays,0
Hertz Global Downgraded by ValuEngine to “Sell”,0
CIGNA Downgraded by Zacks Investment Research to Hold,0
Whirlpool Corporation Draws Bearish Attention After Forming Multiple Bottom,0
Will Investors Now Sell Parker Hannifin Stock Following Today’s Goldman Sachs Downgrades? -,0
was down 5% in extended-hours trading. eBay missed revenue estimates generating .64 billion versus the .…,0
Is there a Bearish outlook for The Travelers Companies Inc. this week? -,0
Metropolitan Life Insurance Company Lifted Johnson &amp; Johnson Stake by .17 Million as Valuation Declined -,0
Could DXC Technology Company Recover After Forming a Bearish H&amp;S? -,0
Countdown To Intel Also,0
is next beaten down stock to spike to 16,0
Alexion Pharmaceuticals Inc. CFO Paul J. Clancy Sells 5241 Shares,0
Notable #Analyst Upgrades and Downgrades for Week of July 9 2018 …,0
#Analyst Upgrades and Downgrades for Week of July 9 2018 …,0
Were Analysts Bearish Mallinckrodt Public Limited Company This Week? -,0
As Comcast Corp New Valuation Declined Cna Financial Corp Has Increased Holding by .38 Million -,0
@jason_kint @karaswisher Trump and Putin Zuck &amp; XI Our Top political leader. Our Top tech leader. They got 'em.…,0
Scan results - MACD Bearish Centerline Cross today: ...,0
Accenture Plc Ireland Shareholder Crawford Investment Counsel INC Cut Holding by .02 Million,0
Equinix Inc Insider Michael Earl Campbell Sells 250 Shares of Stock,0
Colgate-Palmolive Stock Rating Lowered by Wells Fargo &amp; Co,0
Zacks Investment Research Downgrades Genocea Biosciences to Sell,0
Vale SA Sees Large Decline in Short Interest,0
Are Analysts Bearish Hummingbird Resources PLC After Last Week? -,0
Goldman downgrades from Neutral to Sell,0
DOWN WITH EARNINGS TODAY ALERT: SL GREEN REALTY 📉 TradeIdeas via to Free Trading Room,0
Insider Selling: Qorvo Inc VP Sells .00 in Stock,0
Piedmont Investment Advisors LLC Has Upped Its Raytheon Co Com New Position by .51 Million as Market Value Declined ...,0
Today's million dollar PUT #options trade update: …,0
Mccormick &amp; Co INC Com Non Vtg Market Valuation Declined While Sawgrass Asset Management LLC Cut Its Holding -,0
At&amp;T INC Shareholder Jefferies Group LLC Trimmed Its Holding by .53 Million -,0
Agilent Technologies Inc Sellers Increased By 5.8% Their Shorts -,0
Alaska Air Group Lowered to “Strong Sell” at Zacks Investment Research,0
Thompson Siegel &amp; Walmsley LLC Lowered Its Stake in Firstenergy Corp as Market Value Rose -,0
RT @theflynews: On The Fly: Top five analyst downgrades,0
Investors Sell Shares of E*TRADE Financial on Strength After Analyst Downgrade,0
Top Analyst Upgrades and Downgrades: Applied Materials BioCryst Costco Generac Goodyear Intel Microsoft Netf…,0
Honeywell Intl INC Shareholder Brookside Capital Management LLC Increased Position by .04 Million as Market Value Declined ...,0
inc. Chairman Marc Benioff Sells 10000 Shares,0
As Regeneron Pharmaceuticals Stock Price Declined Senzar Asset Management LLC Has Lowered Its Position by .81 Million ...,0
RT @blackbullforex: Excluding FAANG Stocks The S&amp;P Would Be Negative @BankofAmerica Just the Top 4 stocks Amazon Microsoft Apple and N…,0
open interest for maturity 07/20/2018. High put=85.00 High call=90.00 #maxpain #options,0
As Rockwell Collins INC Valuation Were Volatile Shareholder Grandfield &amp; Dodd LLC Has Lowered Holding by .7…,0
Are Analysts Bearish D.R. Horton Inc. After Last Week?,0
Intuit sells largest data center updates guidance #premarket,0
3M Co Shareholder Tower Research Capital LLC Trc Has Decreased Stake by .24 Million,0
Johnson Controls International Rating Lowered to Hold at Zacks Investment Research,0
Recent technical alerts: New 52 Week Closing Low plus 8 more alerts...,0
As Constellation Brands INC Market Valuation Declined Shareholder Melvin Capital Management LP Has Lowe…,0
@USRoute41 @2HarryBawlz Lumber started falling a few weeks ago Today's putrid Housing Starts and Housing Permits…,0
open interest for maturity 07/20/2018. High put=90.00 High call=105.00 #maxpain #options…,0
2018-07-16 Short sale volume (not short interest) for is 38%. 44% 30% 39% 41%,0
How Many Mettler-Toledo International Inc. 's Analysts Are Bearish? -,0
Are ONEOK Shares a Sell Now? Jefferies Has Downgraded Stock,0
Perrigo Downgraded to “Sell” at Goldman Sachs Group,0
Goldman downgrades Clorox to Sell on 'unsustainably high relative valuation'analyst Jason English cut pt to …,0
Unum Group Price Target Lowered to .00 at Barclays,0
@callsandputs1 @KMM26059567 60% sure: Merger vote on August.... Assumption is Albertsons has the votes and issued t…,0
Is Selling Stock Like Regency Centers Corporation After This Bearish Multiple Bottom Pattern Winning Strategy?,0
DISCOVERY COMMUNICATIONS INC. Common Stock Downgraded by Zacks Investment Research,0
Bearish Chart Formation for CVS Health Corporation After Forming Double Bottom Chart Pattern -,0
#ExpeditorsIntlofWashington BidaskScore is Downgraded to Sold,0
CarMax Inc EVP Sells .51 in Stock,0
Waters Lowered to Underperform at Bank of America,0
Top sells include Seth Klarman's Twenty-First Century Fox and Samsung -,0
Kinross Gold PT Lowered to C.25 at National Bank Financial,0
It May Be Time to Sell Shares of Intu Properties as Deutsche Has Downgraded The Company,0
RT @DonnaYoungDC: Ricks: We are for putting pressure on bad actors #AtlanticStateofCare #drugprices #drugpricing #pharma #biotech,0
Rare Infrastructure LTD Has Lowered Crown Castle Intl Corp New Stake by .87 Million; Stock Value Declined -,0
Madison Pacific Properties Inc. Class B Insider Raymond Heung Sells C.00 in,0
Robert W. Baird Downgrades Extra Space Storage to Neutral,0
open interest for maturity 07/20/2018. High put=82.50 High call=97.50 #maxpain #options,0
RT @marketminute: Put this out a few weeks ago. Unless this clears 140 still looks weak. Reports 7/26,0
just bought in n will wait for next dip.,0
Gallagher Fiduciary Advisors LLC Has Lifted Its Stake in Franklin Resources INC as Stock Price Declined -,0
Wondering about risks of ? The 21-day volatility is 5.5%,0
Put this out a few weeks ago. Unless this clears 140 still looks weak. Reports 7/26,0
RT @CSX: CEO Jim Foote comments on Q2 2018 earnings results. Listen to the call and download the earnings materials at,0
As Franklin Res INC Shares Declined Shelton Capital Management Lowered Position,0
Were Analysts Bearish Synopsys Inc. This Week? -,0
Has Janney Capital Lost Faith in Waters After Recent Downgrade,0
Currently short and . All at tops. All over extended. Buy puts.,0
What Next for Waters Corporation After Forming Wedge Down Pattern?,0
Will Today’s Maxim Group Downgrade Ultimately Hurt The Stock Price of Darden Restaurants ? -,0
The *largest decliners in after hours* for you to watch tomorrow: and .,0
DOWN WITH EARNINGS TODAY ALERT: TEXTRON 📉 TradeIdeas via to Free Trading Room,0
technical alerts: Doji - Bullish? Stochastic Reached Oversold and MACD Bearish Cente...,0
Franklin Resources PT Lowered to .00 at Morgan Stanley,0
On The Fly: Top five analyst downgrades,0
very interesting sell off in - we have wanted to go long this name but we just can't get comfortable with th…,0
Genocea Biosciences Downgraded by Zacks Investment Research,0
Can Yamana Gold Inc Ordinary Shares ’s Tomorrow Be Different? The Stock Had Decline in Shorts -,0
Insider Selling: Varian Medical Systems Inc. SVP Sells 1327 Shares of Stock,0
Guardian Capital Advisors LP Position in Taiwan Semiconductor Mfg LTD Has Decreased by .41 Million as Stock Value Declined ...,0
Jared Cluff Sells 10000 Shares of Blue Apron Holdings Inc Stock,0
Clearbridge Investments LLC Lifted Stake in Biogen INC as Market Value Declined,0
Were Analysts Bearish Mondelez International Inc. This Week? -,0
Analysts are on the Bearish side about McKesson Corporation this week. -,0
Is Incyte In Trouble? Morgan Stanley Issues Downgrade.,0
Unum Group Price Target Lowered to .00 at Barclays,0
Extra Space Storage Rating Lowered to Buy at Goldman Sachs Group,0
Q3 2018 EPS Estimates for Cimarex Energy Co Lowered by Seaport Global Securities,0
UPDATE: BMO Capital Downgrades Hasbro to Underperform,0
L3 Technologies Downgraded by Zacks Investment Research to Hold,0
Deere &amp; Company Downgraded by Goldman Sachs Group to Buy,0
Baker Hughes sells Dresser gas business for million via @houstonchron,0
"Maxim Group Issues a Downgrade for Darden Restaurants from a ""Buy"" to ""Hold"" Rating -",0
Short sale volume(not short interest) for on 2018-07-16 is 39%. 51% 50% 53% 30%,0
What’s in Avery Dennison Corporation After Decline in Shorted Shares? -,0
As Edwards Lifescience Shares Declined Sectoral Asset Management INC Cut Its Holding by .91 Million -,0
Zacks Investment Research Downgrades Hess to Hold,0
Hess Stock Rating Lowered by Barclays,0
Meag Munich Ergo Kapitalanlagegesellschaft Mbh Has Trimmed Its Roper Industries INC Holding by .02 Million,0
Notable #Analyst Upgrades and Downgrades for Week of July 9 2018 …,0
Alcoa cuts adjusted EBITDA forecast citing tariffs shares slide,0
As Rockwell Collins INC Stock Price Were Volatile Dubuque Bank &amp; Trust Company Lowered Position -,0
AMBEV S A/S Downgraded by ValuEngine,0
Waters Share Price May Be About to Change Direction; Janney Downgrades Them -,0
Vertex Pharmaceuticals Incorporated SVP Sells .00 in Stock,0
Parker-Hannifin Share Price May Be About to Change Direction; Goldman Downgrades Them -,0
DDR PT Lowered to .00 at Morgan Stanley,0
ALL my stocks green now except for thankfully I’ve been swinging these calls for a week now so 76% profit s…,0
Alaska Air Group Downgraded to “Strong Sell” at Zacks Investment Research,0
Clorox Is a Company that Goldman Seems to Dislike as Downgrade in Given -,0
#WEC Energy Group WEC Energy Group Inc.: Update following downgrade to Baa1: Update to WEC Energy Group (Baa1…,0
Colgate Holder United Capital Financial Advisers LLC Lowered Stake as Share Price Declined -,0
LOTTO: SPX 2795 Put @ .10 Target 2805 - 5x+ return #goodluck #knowyourlevels #makemoney #makeitrain #workurplan…,0
Vanguard Group INC Has Cut 3M Co Position as Valuation Declined -,0
Does a Janney Capital Downgrade Make Shares of Waters a Sell? -,0
Intuit sells largest data center updates guidance #premarket,0
Perigon Wealth Management LLC Trimmed Its Stake in Xilinx INC as Market Value Declined,0
more downgrades this one from UBS. Good short call @AjAwesomecalls I think Jamie and me are going to get paid tomorrow on our puts,0
open interest for maturity 07/20/2018. High put=150.00 High call=150.00 #maxpain #options…,0
Flex Downgraded to Strong Sell at Zacks Investment Research,0
My current #Swingtrading positions are all LONG with options as bull put credit spreads …,0
On our Top 50 Bearish List today: ...,0
Is there a Bearish outlook for Federal Realty Investment Trust this week?,0
Were Analysts Bearish ONEOK Inc. This Week? -,0
Zacks Investment Research Upgrades Torchmark to Buy,1
Bullish short-term option play opened in CVS,1
Update for .,1
not done gapping up in #premarket,1
Cabot Oil &amp; Gas Price Target Raised to .00,1
A bullish Big MAC (Bullish) has occurred at 11:15 AM Jul 17 at .81 on Carrizo Oil &amp; Gas Inc (CRZO) Want t…,1
Zacks Investment Research Upgrades Nuance Communications to Hold,1
RT @CRYPTOVERLOAD: #TELCOIN Facts - This is why I’m so bullish on - At current prices around 16-18 sats it’s literally freemoney. Fund…,1
is Bullish above .77. Trade near .77,1
Motorola Solutions wins patent #infringement lawsuit against Hytera Mobilfunk,1
Schwab's Q2 gains lead online brokers up,1
Is setting up for new highs! Great picture,1
RT @fitzdavidson: Enterprises rely on @IBMCloud to tap into higher value services like #AI #Blockchain #IoT #serverless and more. #…,1
McKesson Upgraded by Standpoint Research to Buy,1
RT @TPR_com: S&amp;P 500 Index vs Jupiter – Saturn Cycle | July 2018 #AstroTrading #stocks #ES_F #NQ_F #finan…,1
saw some call buyers today. Stock acting well after coming off support at,1
Barrington Research Lowers Affiliated Managers Group Price Target to .00,1
Knife-catching heroes getting bloodied in #Commodity land...thank u #GoldmanSachs #Dollar tailwind in place,1
As Tjx Companies INC Market Value Rose Aureus Asset Management LLC Cut by .14 Million Its Position -,1
Autonation Inc Could Improve Your Long Portfolio After Less Shorts Reported -,1
RT @generalelectric: Today we announce our plans for creating a simpler stronger leading high-tech industrial centered on @GEAviation…,1
Mid-morning highest trading range % compared to open (Min &amp; Vol &gt; 750K): 98 - 97 - 96 - …,1
Just made on my option trade. Done with my day! …,1
Unum Group (NYSE:UNM) FAST Graphs Fundamental Valuation by the Numbers Analysis,1
Can analysts adopt a bullish outlook for Hibbett Sports Inc. ? -,1
Advance Auto Parts Inc Advance Auto Parts Inc W/I Could Improve Your Long Portfolio After Less Shorts Reported…,1
RT @Benzinga: Finding Value In A New High-Yield ETF,1
Crown Castle raises full-year forecast,1
ValuEngine Upgrades DXC Technology to Hold,1
BorgWarner notable market movement up 2.0% = .4 million gain. At .6 billion mark…,1
wants to compete against now supposedly ? They were thinking bad about buying ...are they trying to become another ??,1
7 Top S&amp;P 500 Stocks to Consider for Long-Term Gains,1
Illumina Hits New 12-Month High After Analyst Upgrade,1
Southwestern Energy Co Stock Value Rose While Encompass Capital Advisors LLC Has Trimmed Its Holding by .88…,1
As Energy Transfer Equity LP Share Value Rose Salient Capital Advisors LLC Raised Its Position by .78 Mill…,1
L-3 Communications PT Raised to at Citi,1
RT @EliteDayTraders: bought 11.10 pre mkt sold 11.81 +.71 w/1k shares live in chat nice start to the day + already up over my dai…,1
#Range Resources Corp. Slightly Raising Range Resources Fair Value Estimate to Reflect Updated NGL Forecast: T…,1
Arconic Now Covered by Jefferies Financial Group,1
From July 17-18 BitClave has went up more than 2.81%,1
Just How Positive is Goldman Sachs on Concho Resources Following Their Upgrade? -,1
continuing to add gassy cohort to long book.. Working Utica cohort on weakness..,1
O’Reilly Automotive Price Target Raised to .00 at Royal Bank of Canada,1
Picton Mahoney Asset Management Raised Its Synopsys INC Stake by .47 Million -,1
"4 weeks ago I wrote a script to detect strong stocks that had pulled back with a high probability off ""bouncing"" -…",1
Discovery Capital Management LLC Has Boosted Its Position in Eog Res INC by .40 Million as Share Price Rose…,1
What’s Propelling Allegion Plc Ordinary Shares After Higher Shorts Reported?,1
Recent trade recap: moved -9.41% since post. Support at 72.00. Other trades included NFLX IQ CMA SCHW SPY JNJ…,1
Are Analysts Bullish Campbell Soup Company After Last Week? -,1
Mallinckrodt PLC Institutional Investors Sentiment Index Improved in Q1 2018,1
Some of todays top open interest changes 7.17.18,1
Affiliated Managers Group Inc. to Post Q2 2018 Earnings of .58 Per Share Barrington Research Forecasts,1
TRON price: .040084 50% discount on all trades sign up today &amp; enjoy discounts 😍 🚀 ➡️…,1
Learn how to setup your charts in TD Thinkorswim → #thinkorswim #stocks #daytrade…,1
Best of the bunch DHI(+3%/top 5 SP500 gainer) volume picking up in last hour NVR=1st of sector biggees to report…,1
8 (of the many) reasons is a buy...,1
Brent UP &amp; WTI UP Rally Goldman: Brent To Retest This Year Exxon Mobil Oil Bullish GASOLINE INVENTORI…,1
signs deal with big company Thermo Fisher Scentific . I don't know how this stock was missed today.,1
is how will support #bitcoin,1
Scan results - Crossed Above 50 DMA today: ...,1
MED Upgrades Emerson Electric to Buy,1
#Coversin is coming and should make ( Million market cap) a new major biotech worldwide. It'll be worth at…,1
RT @rayhanazad1: coin giveaway Total coin giveaway 10000 To win you must Follow Like Retweet I will pick a winner after 30 Retweet…,1
Will break above its Super Growth Price 3.5 times the SVA adjusted book on no support from the Fair Market V…,1
Bowen Hanes &amp; Co INC Has Raised Chevron Corporation Stake by .72 Million; Market Valuation Rose -,1
NYSE/AMEX-Camber Energy is soaring today up 16% - Here's the PLAN. …,1
on the run time to tear into new highs.,1
RT @maginarydragons: @PeterSong909 @Marlon_Dee Might be worth swinging a few calls through earnings call and/or the weekend jus…,1
Who says the American Dream is dead?,1
Memo To #WallStreet : Copper Has Crashed &amp; Bank Index Monthly Chart Uptrend Has Topped. …,1
@LaMonicaBuzz and which I believe is a quality buy are all on my radar.,1
Comerica Is a Company that Evercore ISI Seems to Like as Upgrade in Given -,1
C.H. Robinson Worldwide Share Price May Be About to Change Direction; Susquehanna Upgrades The Company. -,1
Biotech updates 07/18 +20% CHMP next wk -43% Phase 3 required; PDUFA priority review 1/18 …,1
RT @NorthernTrust: reports record quarterly net income of .4mm #EPS of .68 return on common equity of 16.5% revenue up 14% Y…,1
Today Wells Fargo Reiterates a Outperform Rating on Stanley Black \u0026 Decker and a Target Price,1
after pullback moving up now.,1
What’s in Murphy Oil Corporation After Decline in Shorted Shares?,1
high OI range is 270.00 to 370.00 for option expiration 07/20/2018 #maxpain #options,1
4-star analyst Hartaj Singh from Oppenheimer rated w/a Buy.,1
Edison International PT Raised to at Morgan Stanley,1
An Altman-Z score of 6.62 indicates that is not in any danger for bankruptcy at the moment.…,1
has only a medium technical rating but it does show a decent setup pattern.,1
